file,utt_id,variant,ref,hyp,wer
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0020_form_noise.wav,481-123719-0020,form,MUCH THAT WAS SUBLIME AND BEAUTIFUL SOMETHING IN THE MANFRED STYLE EVERYONE WOULD KISS ME AND WEEP,"much that could survive in a beautiful, something in the name of the time. Everyone would take their lead.",0.7647058823529411
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0023_form_noise.wav,481-123719-0023,form,BUT WHY IS IT CONTEMPTIBLE CAN YOU IMAGINE THAT I AM ASHAMED OF IT ALL AND THAT IT WAS STUPIDER THAN ANYTHING IN YOUR LIFE GENTLEMEN AND I CAN ASSURE YOU THAT SOME OF THESE FANCIES WERE BY NO MEANS BADLY COMPOSED,"For wine, ZX-3, and all. Can you imagine the light of change of the dawn? Can't be reduced. You can't be denied anything in your life, can't be denied. And I can assure you that some of the things that you will buy No meaning that you can tell.",0.7857142857142857
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0024_form_noise.wav,481-123719-0024,form,AND YET YOU ARE RIGHT IT REALLY IS VULGAR AND CONTEMPTIBLE,and get your girl right. You can use bottle to double your entrance.,1.0909090909090908
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0028_form_noise.wav,481-123719-0028,form,THAT IT BECAME ESSENTIAL AT ONCE TO EMBRACE MY FELLOWS AND ALL MANKIND AND FOR THAT PURPOSE I NEEDED AT LEAST ONE HUMAN BEING ACTUALLY EXISTING I HAD TO CALL ON ANTON ANTONITCH HOWEVER ON TUESDAY,also alike with an umbrella and a award.,0.9722222222222222
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0029_form_noise.wav,481-123719-0029,form,HIS AT HOME DAY SO I HAD ALWAYS TO TIME MY PASSIONATE DESIRE TO EMBRACE HUMANITY SO THAT IT MIGHT FALL ON A TUESDAY THIS ANTON ANTONITCH LIVED ON THE FOURTH STOREY IN A HOUSE IN FIVE CORNERS IN FOUR LOW PITCHED ROOMS,"It's at home today. So I had always tried my passionate desire to make humanity, so that it might fall on a Tuesday. With Antoni Antoni, with the report story and a house in five corners, and for a local groom.",0.4883720930232558
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0030_form_noise.wav,481-123719-0030,form,ONE SMALLER THAN THE OTHER OF A PARTICULARLY FRUGAL AND SALLOW APPEARANCE HE HAD TWO DAUGHTERS AND THEIR AUNT WHO USED TO POUR OUT THE TEA OF THE DAUGHTERS ONE WAS THIRTEEN AND ANOTHER FOURTEEN,So it would fit a really feeling flour inside Acquiddard the bath house todo,0.9428571428571428
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0035_form_noise.wav,481-123719-0035,form,ON RETURNING HOME I DEFERRED FOR A TIME MY DESIRE TO EMBRACE ALL MANKIND I HAD HOWEVER ONE OTHER ACQUAINTANCE OF A SORT SIMONOV WHO WAS AN OLD SCHOOLFELLOW I HAD A NUMBER OF SCHOOLFELLOWS INDEED IN PETERSBURG,"On the train home, my first first time, my desire to embrace all my time. I had to have a one other that couldn't be so similar. Two was a whole school challenge. I had to remember school challenge indeed, and keyed a third.",0.8157894736842105
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0037_form_noise.wav,481-123719-0037,form,CURSES ON THAT SCHOOL AND ALL THOSE TERRIBLE YEARS OF PENAL SERVITUDE IN SHORT I PARTED FROM MY SCHOOLFELLOWS AS SOON AS I GOT OUT INTO THE WORLD THERE WERE TWO OR THREE LEFT TO WHOM I NODDED IN THE STREET ONE OF THEM WAS SIMONOV,"Be sure to have a good day at thedit Please, easy Go to my website You will get your Quas",0.9782608695652174
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0038_form_noise.wav,481-123719-0038,form,WHO HAD IN NO WAY BEEN DISTINGUISHED AT SCHOOL WAS OF A QUIET AND EQUABLE DISPOSITION BUT I DISCOVERED IN HIM A CERTAIN INDEPENDENCE OF CHARACTER AND EVEN HONESTY I DON'T EVEN SUPPOSE THAT HE WAS PARTICULARLY STUPID,"We had no way of the human being or with a quiet and peaceful vision. By the stubbornest thing that really compares to the miracles, and even on Achievement I don't treat those psychologism The Critric",0.7631578947368421
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk002/481-123719-0039_form_noise.wav,481-123719-0039,form,BUT THESE HAD NOT LASTED LONG AND HAD SOMEHOW BEEN SUDDENLY CLOUDED OVER HE WAS EVIDENTLY UNCOMFORTABLE AT THESE REMINISCENCES AND WAS I FANCY ALWAYS AFRAID THAT I MIGHT TAKE UP THE SAME TONE AGAIN,"The theme's so sweet and hustle. Talk to young folks when they arearlos. They can smell or sneeze, quicklyков, feel like you are becoming like a democrat their people. They can be energy that is really strong, long- fest, and economic advantage, and No one can stop being Come, and feel sexy and mad in its dreams. No, no, no, no, no.",1.7428571428571429
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0000_form_noise.wav,1246-124550-0000,form,THOUGH THE ARMISTICE WITH GERMANY WAS SIGNED A FEW WEEKS AFTER HER COMING TO WASHINGTON THE WORK OF THE BUREAU CONTINUED SHE FILED CORRESPONDENCE ALL DAY THEN SHE DICTATED ANSWERS TO LETTERS OF INQUIRY IT WAS AN ENDURANCE OF MONOTONOUS DETAILS,So the armistice was terminating with sign that he was active returning to Washington. The work of the Bureau continues. He filed court's final tow bags then to dictate an answer to letters of inquiry. The legitimate derence of the not-missing tales.,0.7317073170731707
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0001_form_noise.wav,1246-124550-0001,form,YET SHE ASSERTED THAT SHE HAD FOUND REAL WORK DISILLUSIONS SHE DID HAVE SHE DISCOVERED THAT IN THE AFTERNOON OFFICE ROUTINE STRETCHES TO THE GRAVE SHE DISCOVERED THAT AN OFFICE IS AS FULL OF CLIQUES AND SCANDALS AS A GOPHER PRAIRIE,"yet she asserted that she found real work. This illusion she didn't have, she discovered that in the afternoon, office routines stretches to the grave. She discovered that in office is a full of flicks and panels as a go-for-faring.",0.36585365853658536
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0002_form_noise.wav,1246-124550-0002,form,A FREE SUNDAY IT DID NOT APPEAR THAT THE GREAT WORLD NEEDED HER INSPIRATION BUT SHE FELT THAT HER LETTERS HER CONTACT WITH THE ANXIETIES OF MEN AND WOMEN ALL OVER THE COUNTRY WERE A PART OF VAST AFFAIRS,"on spring and Sunday. We did not appear that the great little meeting for exploration that she felt that her letters were contacted with the anxiety, the view and the women all over the country were apart from that of the fair.",0.5384615384615384
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0004_form_noise.wav,1246-124550-0004,form,NOT TO HAVE TO REPORT TO KENNICOTT AT THE END OF THE DAY ALL THAT SHE HAD DONE OR MIGHT DO WAS A RELIEF WHICH MADE UP FOR THE OFFICE WEARINESS SHE FELT THAT SHE WAS NO LONGER ONE HALF OF A MARRIAGE,"Not to have to report to Kittencock at the end of the day, all of it she had done her might do was remate which made up for the Alfa Curena. She felt that she was no longer one half of the marriage.",0.2558139534883721
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0006_form_noise.wav,1246-124550-0006,form,THE WOMAN WAS MYSTERY ROMANCE A STORY WHICH TOLD ITSELF DIFFERENTLY EVERY DAY NOW SHE WAS A MURDERESS NOW THE NEGLECTED WIFE OF AN AMBASSADOR IT WAS MYSTERY WHICH CAROL HAD MOST LACKED IN GOPHER PRAIRIE,The woman was Mr. Romic. She still needs to tell herself differently every day. Now she was a murderous. Now the neglected wife of an ambassador. There was mystery which her and her most blackened those referring.,0.5277777777777778
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0007_form_noise.wav,1246-124550-0007,form,WHERE EVERY HOUSE WAS OPEN TO VIEW WHERE EVERY PERSON WAS BUT TOO EASY TO MEET WHERE THERE WERE NO SECRET GATES OPENING UPON MOORS OVER WHICH ONE MIGHT WALK BY MOSS DEADENED PATHS TO STRANGE HIGH ADVENTURES IN AN ANCIENT GARDEN,"where every house is open to me, where every person was too angry to me, where there were no secret gates opening upon more or a bit one might walk by mosque and can't destroy my interests in an instant time.",0.42857142857142855
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0008_form_noise.wav,1246-124550-0008,form,AS SHE FLITTED UP SIXTEENTH STREET AFTER A KREISLER RECITAL GIVEN LATE IN THE AFTERNOON FOR THE GOVERNMENT CLERKS AS THE LAMPS KINDLED IN SPHERES OF SOFT FIRE AS THE BREEZE FLOWED INTO THE STREET FRESH AS PRAIRIE WINDS AND KINDLIER,"As she flooded up the street after Christ's first recital, given late in the afternoon for the government's first excellent children's series of crossfire as the breeze flowed into the street. Christ's first hearing man can kindly ask.",0.5609756097560976
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0011_form_noise.wav,1246-124550-0011,form,WERE THE MEMBERS OF THE TINCOMB METHODIST CHURCH A VAST RED BRICK TABERNACLE VIDA SHERWIN HAD GIVEN HER A LETTER TO AN EARNEST WOMAN WITH EYE GLASSES PLAID SILK WAIST AND A BELIEF IN BIBLE CLASSES WHO INTRODUCED HER TO THE PASTOR AND THE,"Remember is naczyntun nicketticoat. A vast red red Jewish Edμε belch! Bited swimming from given 떨 Ellis from only Swan &осто Broadwayducts such a place and a reason why the country can synergize infinity for the cancer, endies.",0.8636363636363636
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0013_form_noise.wav,1246-124550-0013,form,WERE EQUALLY WICKED AND TO BE AVOIDED AND BY CLEAVING TO TINCOMB CHURCH THEY KEPT THEIR IDEALS FROM ALL CONTAMINATION THEY WELCOMED CAROL ASKED ABOUT HER HUSBAND GAVE HER ADVICE REGARDING COLIC IN BABIES,"and I'm going to take a picture of the baby. And by taking the picture, the picture I do is the half-piece I need. Take a picture of the half-piece I need. Take a picture of the half-piece I need.",1.1176470588235294
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0018_form_noise.wav,1246-124550-0018,form,INDEED HER ONLY RECOGNIZED POSITION WAS AS AN ABLE ADDRESSER OF ENVELOPES BUT SHE WAS CASUALLY ADOPTED BY THIS FAMILY OF FRIENDLY WOMEN WHO WHEN THEY WERE NOT BEING MOBBED OR ARRESTED TOOK DANCING LESSONS OR WENT PICNICKING UP THE CHESAPEAKE CANAL,"and being for all I recognize the mission was I've been able with restaurant and meal. The she was constantly adopted by the family and friendly women who, when they were not being mobbed or arrested, took dancing machines and went to making up the tickets.",0.6190476190476191
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0019_form_noise.wav,1246-124550-0019,form,THOUGH IT ABSORBED MOST OF HER SALARY AN EXCELLENT NURSE FOR HUGH SHE HERSELF PUT HIM TO BED AND PLAYED WITH HIM ON HOLIDAYS THERE WERE WALKS WITH HIM THERE WERE MOTIONLESS EVENINGS OF READING BUT CHIEFLY WASHINGTON WAS ASSOCIATED WITH PEOPLE,"they were a zoo entertainer,וה light and excellent merci, she will choose to raise the mind whenzin under work imitating If they were to reach the Shake workshops,if they can relax the adventure, they will allow the fast to商 the doors to the 여자 and Junkna Washing to themselves to see a little female",1.2619047619047619
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0020_form_noise.wav,1246-124550-0020,form,SCORES OF THEM SITTING ABOUT THE FLAT TALKING TALKING TALKING NOT ALWAYS WISELY BUT ALWAYS EXCITEDLY IT WAS NOT AT ALL THE ARTIST'S STUDIO OF WHICH BECAUSE OF ITS PERSISTENCE IN FICTION SHE HAD DREAMED,"I was a bit sick. Sitting about the flat, talking, talking, talking. Not only twice, but always excitedly. It was not at all in all of its studio, a flick because of its persistent addiction. Can't dream.",0.7142857142857143
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0021_form_noise.wav,1246-124550-0021,form,BUT THEY PLAYED VERY SIMPLY AND THEY SAW NO REASON WHY ANYTHING WHICH EXISTS CANNOT ALSO BE ACKNOWLEDGED SHE WAS SOMETIMES SHOCKED QUITE AS SHE HAD SHOCKED GOPHER PRAIRIE BY THESE GIRLS WITH THEIR CIGARETTES AND ELFISH KNOWLEDGE,The things play very simple and they saw no reason why anything which exists can also be known. She was sometimes shocked why did she have shot both the fairy-by-be's girls with their cigarettes and alcoholist knowledge?,0.42105263157894735
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0023_form_noise.wav,1246-124550-0023,form,DID NOT KEEP HER FROM BEING PROUD OF THEM FROM DEFENDING THEM IN IMAGINARY CONVERSATIONS WITH KENNICOTT WHO GRUNTED SHE COULD HEAR HIS VOICE THEY'RE SIMPLY A BUNCH OF WILD IMPRACTICAL THEORISTS SITTIN ROUND CHEWING THE RAG AND,"did not see for some big problems. Some of the spinning women in meds and air conversations that kind of thought was grunting, she could dare to do this way. There's simply a bunch of wild and practical theorists sitting around swimming with it. And...",0.868421052631579
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0027_form_noise.wav,1246-124550-0027,form,SHE FOUND THE SAME FAITH NOT ONLY IN GIRLS ESCAPED FROM DOMESTICITY BUT ALSO IN DEMURE OLD LADIES WHO TRAGICALLY DEPRIVED OF ESTEEMED HUSBANDS AND HUGE OLD HOUSES,"She found the same fate not only in girls at state and domestic cities, but also in the mirror all the years we tried to create a crowd that has seen how some of the people are saved.",0.9642857142857143
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0029_form_noise.wav,1246-124550-0029,form,FROM HER TEACHER HOUSEMATE SHE HAD A SARDONIC DESCRIPTION OF A MIDDLEWESTERN RAILROAD DIVISION TOWN OF THE SAME SIZE AS GOPHER PRAIRIE BUT DEVOID OF LAWNS AND TREES A TOWN WHERE THE TRACKS SPRAWLED ALONG THE CINDER SCABBED MAIN STREET AND THE RAILROAD SHOPS,"Some of teacher classmates had a so-called night description of a middle western railroad division town. A missing time is going to be very devoid of lawns and trees, a town where the tracks grow along the winter-scale ministry, in a railroad town.",0.5909090909090909
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0030_form_noise.wav,1246-124550-0030,form,DRIPPING SOOT FROM EAVES AND DOORWAY ROLLED OUT SMOKE IN GREASY COILS OTHER TOWNS SHE CAME TO KNOW BY ANECDOTE A PRAIRIE VILLAGE WHERE THE WIND BLEW ALL DAY LONG AND THE MUD WAS TWO FEET THICK IN SPRING AND IN SUMMER,"There's some things in their life, throw that smoke from green to snow. Other towns came to know by anything. A very good way to win blue all the long, and a much too cheap, cheap, and spring. And in summer.",0.7380952380952381
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0031_form_noise.wav,1246-124550-0031,form,NEW ENGLAND MILL TOWNS WITH THE HANDS LIVING IN ROWS OF COTTAGES LIKE BLOCKS OF LAVA A RICH FARMING CENTER IN NEW JERSEY OFF THE RAILROAD FURIOUSLY PIOUS RULED BY OLD MEN UNBELIEVABLY IGNORANT OLD MEN,"New England milk town took a hand floating in rose of cottages like blocks along us. A rich farming centering new tourism, off the well roads, curiously highest, ruled by old men, and believeably ignorant of it.",0.5833333333333334
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0037_form_noise.wav,1246-124550-0037,form,THAT AMIABLE CONTEMPT CALLED POISE HER GLIMPSE OF TASKS INVOLVING MILLIONS OF PEOPLE AND A SCORE OF NATIONS REDUCED MAIN STREET FROM BLOATED IMPORTANCE TO ITS ACTUAL PETTINESS SHE COULD NEVER AGAIN BE QUITE SO AWED BY THE POWER,that any of our contents are folklore. The plots of tasks involving millions of people on information reduced namespace rates and wrote it importance to optional payings. To commemorate an extensive mistake by the current.,0.7692307692307693
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk003/1246-124550-0039_form_noise.wav,1246-124550-0039,form,AND THEY MOST AFFLICT THE DISCIPLES WHO THE MOST GENEROUSLY SERVE THEM,and we must keep the cycles and the most characteristics simple.,0.6666666666666666
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0000_form_noise.wav,1116-137572-0000,form,THE WEDDING SHUTS ONE GATE AND OPENS ANOTHER THE LONGINGS AND DREAMINGS OF COURTSHIP ARE AT AN END THE SUPREME INTIMACY OF LIFE BEGINS AS JOHN AND MARY MOVE AWAY FROM THE ALTAR PRONOUNCED MAN AND WIFE THEY KNOW THEY ARE STARTING A GREAT ADVENTURE,"Wedding shuts one date open to another. The longing is draining the court shiver at an end. The green intimacy of life begins. As John and Mary move away from the altar, an ounce of man and wife, they know they are starting a great adventure.",0.4444444444444444
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0001_form_noise.wav,1116-137572-0001,form,HIS BEAMING FACE MASKS A STIFF DETERMINATION TO KEEP HIS BRIDE HAPPY IN SPITE OF ANY WORLDLY OBSTACLES HER RADIANCE HIDES A SOLEMN INWARD VOW TO DO EVERYTHING HUMANLY POSSIBLE TO MAKE SMOOTH THE WAY OF THEIR LIFE TOGETHER THEY ARE RIGHT,"It's been in famous, next to the termination to keep his bright happy inside of any road we opt to go. For radians, I'd say the solemn inward bow to you everything humanly possible to make smooth way of their life together. They are right.",0.6190476190476191
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0005_form_noise.wav,1116-137572-0005,form,IS THE OBJECT OF ONE'S WISHES AS DESIRABLE AS ONE HAD EXPECTED BECAUSE REALITY RARELY MEASURES UP TO IMAGINATION THE FIRST ANSWER IS ALMOST BOUND TO BE NO THIS IS NOT WHAT I EXPECTED AND THE FIRST EMOTION TENDS TO BE DISAPPOINTMENT,"If the adjective one person is desirable as one had expected, it can't be reality rarely measures up to imagination. First answer is almost bound to be. So this is not right. And the first emotion tends to be to the point.",0.47619047619047616
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0007_form_noise.wav,1116-137572-0007,form,ROUGHLY BOTH THE HELPS AND THE HINDRANCES TO MARRIED HAPPINESS CAN BE LUMPED UNDER ONE WORD PERSONALITIES TEMPERAMENT MANNERISMS TASTES ALL THAT IS IMPLIED IN THE DISTINCT INDIVIDUALITY OF EACH PERSON MAKE UP THE CHIEF SOURCE OF THE ADVANTAGES,"Currently, both the health and the hindrance of the scenario is happy. And we want to do one more. First and now we. And permit mannerisms take all that is implied in the distinct individuality which presents a lot of cheap sources and institutions.",0.8205128205128205
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0012_form_noise.wav,1116-137572-0012,form,IN ORDER TO COPE WITH THEIR PROBLEMS THEY MUST REALIZE FIRST THAT THEY CANNOT STUMBLE UPON MARRIED HAPPINESS THAT THEY MUST POSSESS AND CULTIVATE A POSITIVE WILL TO SUCCEED,"In order to cope with their problems, they must be like first. They cannot stumble upon their happy. But they must protect their COVID-19 positive will.",0.4827586206896552
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0014_form_noise.wav,1116-137572-0014,form,INEVITABLE IN THE COMING TOGETHER OF ANY TWO PERSONS INTENSIFIED WHEN THOSE TWO PERSONS ARE AS DIFFERENT AS A MAN AND A WOMAN AND UNAVOIDABLE FOR TWO COMMITTED TO A LIFETIME TOGETHER IN THE CLOSE QUARTERS OF MARRIAGE TWO,inevitable in the coming together of any two persons. We can't provide with those two persons are a different human and a woman. And unavoidable for two committed to a lifetime together in the most quarters of marriage. Two.,0.3333333333333333
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0020_form_noise.wav,1116-137572-0020,form,BUILDS UP A HABIT OF FIGHTING THAT MAY LEAD TO A BITTER END IT IS USELESS TO DISCOVER WHO CAN WIN IN ANY PARTICULAR SKIRMISH WHAT IS IMPORTANT IS TO LEARN WHETHER ONE OF YOU IS SET ON BEING HEAD OF THE HOUSE IF YOUR SPOUSE CRAVES THAT DISTINCTION BY ALL MEANS HAND IT OVER WITHOUT DELAY,Don't let the habit of fighting that may need to a certain thing. It is useless to discover who can win any particular strategy. But as important as to whether one of you would have done something ahead of the house. Your spouse prays that you teach by all means handed over without the way.,0.45614035087719296
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0023_form_noise.wav,1116-137572-0023,form,ANY INDIVIDUAL WOMAN MAY WAVER BETWEEN A CRAVING FOR SELF SACRIFICE AND A REPUGNANCE TO THE VERY THOUGHT OF IT THIS CHANGEABLENESS CAN MAKE HER FEEL RESENTFUL AFTER SHE HAS GIVEN IN TO HER HUSBAND ALL THIS MUST BE TAKEN INTO ACCOUNT IN MAKING DECISIONS,"any individual woman may wait for it to be creating herself stackable and her apartments to the very bottom of it. This changeable man may fulfill the result while she is given into her. All this must be taken into account, thank you for watching.",0.6444444444444445
/Users/gabrieladiaz/Documents/GitHub/p2-gabexa-proj2/form_noise/spk004/1116-137572-0035_form_noise.wav,1116-137572-0035,form,THE FACTOR THAT UNDERLIES ALL THE PERPLEXITIES AND MOST OF THE CONTENTMENT OF MARRIAGE IS ITS UNIQUE DEGREE OF CONCENTRATED INTIMACY HERE THE SUPREME TESTING ALWAYS COMES EACH MEANS SO MUCH TO THE OTHER,The structure that I'm going to like all the parts that I've been most of the time in the area to be between each degree and the top of the area. Here is the brain tattoo always come. Each minute so much to the other.,0.8235294117647058
