file,utt_id,truth,prediction,wer,variant
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0010.wav,5778-54535-0010,MORE THAN ALL HIS PLAYTHINGS HE LIKED A PENCIL AND PAPER FROM THE TIME HE COULD SCRIBBLE AT ALL HE DREW PICTURES OF EVERYBODY AND EVERYTHING IN SIGHT," More than all his play things, he liked a pencil and paper. From the time he could scribble at all, he drew pictures of everybody and everything inside.",0.21428571428571427,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0011.wav,5778-54535-0011,THESE PICTURES WERE VERY GOOD AND WHEN HE WAS LARGE ENOUGH TO GO TO SCHOOL THE OTHER CHILDREN WERE APT TO ASK HIM TO MAKE ANIMALS AND BIRDS FOR THEM ON THE BLACKBOARD MAJOR WHISTLER SOON SENT FOR HIS FAMILY TO JOIN HIM IN RUSSIA," These pictures were very good, and when he was large enough to go to school, the other children were apt to ask him to make animals and birds for them on the blackboard. Major Whistler soon sent for his family to join him in Russia.",0.08888888888888889,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0012.wav,5778-54535-0012,IT WAS A LONG HARD VOYAGE THERE AND POOR LITTLE CHARLIE DIED ON THE WAY THE TWO OTHER BOYS WERE BETTER SAILORS AND WERE AS WELL AS COULD BE WHEN THEY MET THEIR FATHER THEY DID ENJOY THE STRANGE SIGHTS IN SAINT PETERSBURG," It was a long, hard voyage there, and poor little Charlie died on the way. The two other boys were better sailors and were as well as could be when they met their father. They did enjoy the strange sights in St. Petersburg.",0.13953488372093023,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0013.wav,5778-54535-0013,THEY WERE NOT LONG IN GETTING ACQUAINTED WITH THE LITTLE RUSSIAN CHILDREN OR IN LEARNING THE LANGUAGE THEY WENT SKATING DRESSED IN HANDSOME FURS THEY LEARNED THE FOLK AND FANCY DANCES JOINED IN THE WINTER SPORTS AND VOTED RUSSIA A FINE COUNTRY," They were not long and getting acquainted with the little Russian children, or in learning the language. They went skating, dressed and handsome furs. They learned the folk and fancy dances, joined in the winter sports, and voted Russia a fine country.",0.21428571428571427,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0014.wav,5778-54535-0014,STILL THEIR PARENTS DID NOT LET THEM FORGET THEY WERE LITTLE AMERICANS THE CLIMATE DID NOT AGREE WITH JAMES AND EVERY TIME HE CAUGHT COLD HE HAD TOUCHES OF RHEUMATISM SO THAT OFTEN HE HAD TO STAY IN THE HOUSE AND HAVE HIS FEET PUT IN HOT WATER," Still, their parents did not let them forget they were little Americans. The climate did not agree with James, and every time he caught cold he had touches of rheumatism, so that often he had to stay in the house and have his feet put in hot water.",0.10416666666666667,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0015.wav,5778-54535-0015,INSTEAD OF MAKING A FUSS ABOUT THIS HE USED TO CALL FOR PENCIL AND PAPER AND PRACTISE DRAWING FEET UNTIL HE COULD MAKE VERY PERFECT ONES MAJOR WHISTLER SENT HIM TO THE ART ACADEMY IN SAINT PETERSBURG WHERE HE WAS PRAISED BY HIS TEACHERS," Instead of making a fuss about this, he used to call for pencil and paper and practice drawing feet until he could make very perfect ones. Major Whistler sent him to the Art Academy in St. Petersburg, where he was praised by his teachers.",0.13636363636363635,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0016.wav,5778-54535-0016,THAT OLD TIRESOME RHEUMATISM KEPT BOTHERING HIM AND BY AND BY HE HAD A LONG RHEUMATIC FEVER," that old tiresome rummitsism kept bothering him, and by and by he had a long, rematic fever.",0.29411764705882354,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0017.wav,5778-54535-0017,HE WAS A DEAR PATIENT BOY HOWEVER AND AFTERWARDS DECLARED HE WAS ALMOST GLAD HE HAD IT BECAUSE SOME ONE WHO PITIED THE SMALL INVALID SENT HIM A BOOK OF HOGARTH'S ENGRAVINGS," He was a dear patient boy, however, and afterwards declared he was almost glad he had it, because someone who pitted the small envelope sent him a book of Hogwarts engravings.",0.28125,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0018.wav,5778-54535-0018,I WANT YOU TO BE SURE AND REMEMBER ABOUT THIS GENTLENESS AND PATIENCE BECAUSE WHEN HE WAS OLDER PEOPLE OFTEN ACCUSED HIM OF BEING CROSS AND RUDE BUT AT THIS TIME I AM SURE NO ONE COULD HAVE BEEN NICER," I want you to be sure and remember about this gentleness and patience, because when he was older, people often accused him of being cross and rude. But at this time, I am sure no one could have been nicer.",0.125,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0019.wav,5778-54535-0019,JAMES WAS VERY CAREFUL OF HIS MOTHER TOO ONE EVENING SHE HAD TAKEN THE BOYS IN A CARRIAGE TO SEE A BIG ILLUMINATION BANDS WERE PLAYING AND ROCKETS FLYING, James was very careful of his mother too. One evening she had taken the boys in a carriage to see a big illumination. Bands were playing and rockets flying.,0.10344827586206896,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0020.wav,5778-54535-0020,THE HORSES NEXT THEIR CARRIAGE WERE FRIGHTENED AND REARED AND PLUNGED AS IF THEY WOULD HIT THE WHISTLER PARTY JAMES SHOVED HIS MOTHER DOWN ON THE SEAT BEHIND HIM AND STANDING IN FRONT OF HER BEAT THE HORSES BACK FROM THEM, The horses next their carriage were frightened and reared and plunged as if they would hit the Whistler party. James shoved his mother down on the seat behind him and standing in front of her beat the horses back from them.,0.04878048780487805,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0021.wav,5778-54535-0021,HE ALWAYS WAS AS POLITE TO HER AS IF SHE WERE THE EMPEROR'S WIFE THE MAJOR WORKED TOO HARD ON THE GREAT RAILWAY AND DIED BEFORE JAMES WAS FIFTEEN, He always was as polite to her as if she were the Emperor's wife. The major worked too hard on the great railway and died before James was 15.,0.06896551724137931,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0022.wav,5778-54535-0022,THE EMPEROR WAS FOND OF THE TWO BOYS AND WANTED THEM TO STAY ON IN RUSSIA AND BE TRAINED IN THE SCHOOL FOR PAGES OF THE COURT BUT THEIR MOTHER SAID THEY MUST GROW UP IN AMERICA AND HURRIED BACK TO HER OWN LAND, The Emperor was fond of the two boys and wanted them to stay on in Russia and be trained in the school for pages of the court. But their mother said they must grow up in America and hurry back to her own land.,0.06818181818181818,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0023.wav,5778-54535-0023,SHE DID NOT HAVE MUCH MONEY TO SPEND BUT THOUGHT JAMES SHOULD GO TO WEST POINT TO GET THE MILITARY TRAINING HIS FATHER HAD HAD AT THIS ACADEMY HE FOUND HE DID NOT LIKE TO DRAW MAPS AND FORTS NEARLY AS WELL AS HE DID HUMAN FIGURES AND FACES," She did not have much money to spend, but thought James should go to West Point to get the military training his father had had. At this academy, he found he did not like to draw maps and forts nearly as well as he did human figures and faces.",0.08163265306122448,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0024.wav,5778-54535-0024,ONCE WHEN HE HAD BEEN SENT TO WASHINGTON TO DRAW MAPS FOR THE COAST SURVEY HE FORGOT WHAT HE WAS ABOUT AND FILLED UP THE NICE WHITE MARGINS WITH PERT LITTLE DANCING FOLKS HE WAS WELL SCOLDED FOR THIS I CAN TELL YOU," Once when he had been sent to Washington to draw maps for the coast survey, he forgot what he was about and filled up the nice white margins with per-little dancing folks. He was well-skilled for this I can tell you.",0.16279069767441862,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0025.wav,5778-54535-0025,JAMES WAS A TALL HANDSOME YOUNG FELLOW AT THIS TIME AND LIKED TO GO ABOUT TO DANCING PARTIES IN THE EVENING HE EARNED VERY LITTLE MAKING MAPS AND COULD NOT AFFORD TO BUY THE REAL NARROW TAILED COAT WHICH WAS PROPER," James was a tall handsome young fellow at this time, and liked to go about to dancing parties in the evening. He earned very little making maps and could not afford to buy the real, nero-tailed coat which was proper.",0.14634146341463414,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0026.wav,5778-54535-0026,SO HE USED TO TAKE HIS FROCK COAT THAT HE WORE ALL DAY AND PIN IT BACK TO LOOK LIKE A DRESS COAT AND START OFF FOR BIG BALLS WHERE NOBODY WAS MUCH SHOCKED BECAUSE HE WAS ALWAYS DOING DROLL THINGS AND WAS SO LIVELY THAT HE WAS WELCOME IN ANY DRESS, So he used to take his fraught coat that he wore all day and pinned it back to look like a dress coat and start off for big balls Where nobody was much shocked because he was always doing draw things and was so lively that he was welcome in any dress,0.057692307692307696,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0027.wav,5778-54535-0027,AND THE MAP DRAWING HAD GROWN SO TIRESOME THAT JAMES HAD GIVEN UP WEST POINT AND SETTLED DOWN TO PAINTING AND ETCHING IN PARIS HE HAD DECIDED THAT THERE WAS NOTHING IN THE WORLD WHICH SUITED HIM BUT THE LIFE OF AN ARTIST, and the map drawing had grown so tiresome that James had given up West Point and settled down to painting and etching in Paris. He had decided that there was nothing in the world which suited him but the life of an artist.,0.046511627906976744,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0028.wav,5778-54535-0028,HE WORKED QUITE STEADILY AND PEOPLE BEGAN TO SAY I THINK YOUNG WHISTLER IS GOING TO DO GREAT THINGS SOME DAY BUT SUDDENLY HE PACKED UP AND WENT TO LONDON," He worked quite steadily, and people began to say, I think young Whistler is going to do great things someday. But suddenly he packed up and went to London.",0.16666666666666666,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0029.wav,5778-54535-0029,IN THIS CITY HE WAS PRAISED EVEN MORE BUT HE DID NOT SELL ENOUGH PICTURES TO PAY HIS BILLS AND ONCE WHEN HE HAD KEPT MEN WAITING A LONG TIME FOR MONEY THAT HE OWED THEM OFFICERS CAME AND TOOK EVERYTHING AWAY BUT HIS PICTURES," In this city he was praised even more, but he did not sell enough pictures to pay his bills, and once when he had kept men waiting a long time for money that he owed them, officers came and took everything away but his pictures.",0.08888888888888889,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0030.wav,5778-54535-0030,THE ROOM LOOKED SO BARE AND HOMELY THAT WHISTLER PAINTED A VERY GOOD IMITATION OF FURNITURE ROUND THE WALLS OF HIS ROOM SO GOOD IN FACT THAT A RICH MAN WHO CAME TO LOOK AT THE PICTURES SAT DOWN IN ONE OF THE IMITATION CHAIRS AND FOUND HIMSELF ON THE FLOOR," The room looked so bare and homely that Whistler painted a very good imitation of furniture around the walls of his room. So good, in fact, that a rich man who came to lick at the pictures sat down in one of the imitation chairs and found himself on the floor.",0.11764705882352941,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0031.wav,5778-54535-0031,IT WAS FORTUNATE THAT JAMES COULD GO A LONG TIME WITHOUT FOOD FOR IT TOOK NEARLY ALL HE COULD EARN FROM HIS PICTURES TO BUY PAINT AND CANVAS FOR OTHERS I DARE SAY THAT QUITE OFTEN WHEN IT WAS SAID," It was fortunate that James could go a long time without food, for it took nearly all he could earn from his pictures to buy paint and canvas for others. I dare say that quite often when it was said.",0.075,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0032.wav,5778-54535-0032,JAMES MC NEILL WHISTLER IS GROWING RUDE AND CROSS THE REAL TRUTH OF THE MATTER WAS THAT JAMES MC NEILL WHISTLER WAS HUNGRY AND WORRIED, James McNill Whistler is growing rude and cross. The real truth of the matter was that James McNill Whistler was hungry and worried.,0.24,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0033.wav,5778-54535-0033,HOWEVER HE BEGAN TO MAKE MONEY AT LAST AND JUST AS LIFE SEEMED BRIGHT AN ART CRITIC MISTER JOHN RUSKIN DECLARED THAT THE WHISTLER PICTURES WHICH WERE BEING BOUGHT AT BIG PRICES WERE POOR VERY POOR," However, he began to make money at last and just as life seemed bright and art critic, Mr. John Ruskin, declared that the Whistler Pictures, which were being bought at big prices, were poor, very poor.",0.25,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0034.wav,5778-54535-0034,MISTER RUSKIN SPOKE AND WHAT WAS WORSE PRINTED HIS OPINION I NEVER EXPECTED HE WROTE TO HEAR A COXCOMB ASK TWO HUNDRED GUINEAS FOR FLINGING A POT OF PAINT IN THE PUBLIC'S FACE," Mr. Ruskin spoke and what was worse, printed his opinion. I never expected he wrote to hear a coxacome ask 200 Guinness for flinging a pot of pain in the public's face.",0.2727272727272727,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0035.wav,5778-54535-0035,WELL IT DID NOT LOOK FOR A WHILE AS IF THERE WAS ANY MORE GOOD LUCK IN THE WORLD FOR JAMES WHISTLER HE DID NOT LOSE ANY TIME IN GETTING A LAWYER TO SUE MISTER RUSKIN FOR SPOILING THE SALE OF HIS PICTURES," Well, it did not look for a while as if there was any more good luck in the world for James Whistler. He did not lose any time in getting a lawyer to sue Mr. Raskin for spoiling the sale of his pictures.",0.11627906976744186,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0036.wav,5778-54535-0036,THERE WAS A TRIAL IN LONDON AND THE COURT ROOM WAS CROWDED SOME WERE THERE BECAUSE THEY ALREADY OWNED WHISTLER PICTURES AND WANTED TO FIND OUT IF THEY HAD PAID GOOD MONEY FOR BAD PICTURES OTHERS BECAUSE THEY WERE WARM FRIENDS OF THE ARTIST OR THE CRITIC," There was a trial in London, and the courtroom was crowded. Somewhere there because they already owned Whistler pictures and wanted to find out if they had paid good money for bad pictures. Others because they were warm friends of the artist or the critic.",0.1702127659574468,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0037.wav,5778-54535-0037,BUT EVEN MORE MEN AND WOMEN WENT TO HEAR THE SHARP QUESTIONS OF THE LAWYERS AND THE CLEVER ANSWERS OF RUSKIN AND WHISTLER WHISTLER WON THE CASE WHEN THE JUDGE AWARDED ONE FARTHING FOR DAMAGES THIS IS ONLY A QUARTER OF A CENT IN OUR MONEY," But even more men and women went to hear the sharp questions of the lawyers and the clever answers of Ruskin and Whistler. Whistler won the case. When the judge awarded one farthing for damages, this is only a quarter of a cent an hour money.",0.13043478260869565,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0038.wav,5778-54535-0038,WHISTLER LAUGHED AND HUNG THE ENGLISH FARTHING ON HIS WATCH CHAIN FOR A CHARM MISTER RUSKIN HAD TO PAY THE COSTS OF THE TRIAL WHICH HAD MOUNTED UP TO NINETEEN HUNDRED DOLLARS SOME OF HIS FRIENDS INSISTED ON RAISING THAT SUM FOR HIM," Whistler laughed and hung the English farthing on his watch chain for a charm. Mr. Ruskin had to pay the costs of the trial, which had mounted up to $1900. Some of his friends insisted on raising that some for him.",0.18604651162790697,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0039.wav,5778-54535-0039,ONE OF THEM SAID IT WAS WORTH NINETEEN HUNDRED DOLLARS TO HAVE HEARD THE TALK THAT WENT ON IN THE COURT ROOM LATER MISTER WHISTLER RECEIVED MUCH MORE THAN TWO HUNDRED GUINEAS FOR A SINGLE PICTURE," One of them said it was worth $1,900 to have heard the talk that went on in the courtroom. Later, Mr. Whistler received much more than 200 kidneys for a single picture.",0.3055555555555556,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0040.wav,5778-54535-0040,TWO FAMOUS ONES OF WHICH WE OFTEN SEE PRINTS ARE PORTRAIT OF MY MOTHER AND THE SCOTCH WRITER CARLYLE JAMES WHISTLER'S MOTHER LIVED TO BE AN OLD WOMAN AS ONE CAN GUESS FROM THE PICTURE, two famous ones of which we often see prints are portrait of my mother and the scotch rider Carlisle. James Whistler's mother lived to be an old woman as one can guess from the picture.,0.08571428571428572,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0041.wav,5778-54535-0041,AND HER SON LOVED HER JUST AS DEARLY AS HE DID WHEN HE BEAT THE PRANCING HORSES AWAY FROM HER IN RUSSIA THE FRENCH NATION BOUGHT THIS PORTRAIT AND IT HANGS IN THE LUXEMBOURG MUSEUM PARIS," And her son loved her just as dearly as he did when he beat the prancing horses away from her in Russia. The French nation bought this portrait, and it hangs in the Luxembourg Museum, Paris.",0.1111111111111111,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0042.wav,5778-54535-0042,THE SCOTCH PEOPLE WANTED TO OWN THE PORTRAIT OF CARLYLE AND THE CITY OF GLASGOW WAS GLAD TO PAY FIVE THOUSAND DOLLARS FOR IT MISTER WHISTLER MARRIED A WOMAN WHO WAS HERSELF AN ARTIST AND SHE WAS VERY PROUD OF HIM," The scotch people wanted to own the portrait of Carlisle, and the city of Glasgow was glad to pay $5,000 for it. Mr. Whistler married a woman who was herself an artist, and she was very proud of him.",0.1951219512195122,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0043.wav,5778-54535-0043,THE DUET ONE OF HIS PICTURES SHOWS HIS WIFE AND HER SISTER AT THE PIANO TWO PORTRAITS BY THIS AMERICAN ARTIST HANG IN THE BOSTON MUSEUM OF FINE ARTS BUT MOST OF THEM ARE OWNED IN ENGLAND," The duet, one of his pictures, shows his wife and her sister at the piano. Two portraits by this American artist, hang in the Boston Museum of Fine Arts, but most of them are owned in England.",0.16216216216216217,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0044.wav,5778-54535-0044,JAMES WHISTLER WAS ALWAYS KIND TO YOUNG ARTISTS AND LIKED TO HAVE THEM SIT BY HIM WHILE HE WORKED THEY WERE VERY PROUD TO BE NOTICED BY HIM FOR LONG BEFORE HE DIED HE HAD RECEIVED ALL KINDS OF HONORS AND MEDALS FROM FOREIGN ACADEMIES," James Whistler was always kind to young artists and like to have them sit by him while he worked. They were very proud to be noticed by him. For long before he died, he had received all kinds of honors and medals from foreign academies.",0.1111111111111111,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0045.wav,5778-54535-0045,AND FRANCE GERMANY AND ITALY MADE HIM AN OFFICER OF THE LEGION OF HONOR A COMMANDER AND A CHEVALIER," And France, Germany and Italy made him an officer of the Legion of Honor, a commander and a shafalye.",0.15789473684210525,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0046.wav,5778-54535-0046,HE LOVED ART SO WELL THAT HE MADE WATER COLORS PASTELS ETCHINGS AND LITHOGRAPHS AS WELL AS OIL PAINTINGS HE DID NOT GET HIS FAME WITHOUT MUCH HARD WORK," He loved art so well that he made watercolors, pastels, etchings and lithographs, as well as oil paintings. He did not get his fame without much hard work.",0.20689655172413793,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0047.wav,5778-54535-0047,YOU REMEMBER HOW MANY TIMES HE COPIED HIS OWN FOOT WHEN HE WAS A CHILD WELL HE WAS JUST AS PATIENT AND THOROUGH WHEN HE WAS OLDER FOR A LONG TIME HE MADE A PRACTICE OF DRAWING A PICTURE OF HIMSELF EVERY NIGHT BEFORE HE WENT TO BED," You remember how many times he copied his own foot when he was a child? Well, he was just as patient and thorough when he was older. For a long time, he made a practice of drawing a picture of himself every night before he went to bed.",0.10416666666666667,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0048.wav,5778-54535-0048,HE TRAVELED A GREAT DEAL PAINTING VIEWS IN MANY COUNTRIES AND STUDYING THE PICTURES OF OTHER ARTISTS BUT HOGARTH WAS HIS FAVORITE AND IT IS INTERESTING TO KNOW THAT JAMES MC NEILL WHISTLER LIES BURIED VERY NEAR HOGARTH IN LONDON," He traveled a great deal, painting views in many countries and studying the pictures of other artists. But Hogarth was his favorite, and it is interesting to know that James McNill Whistler lies buried very near Hogarth in London.",0.15,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0000.wav,481-123719-0000,IT WAS FOLLOWED BY REMORSE I TRIED TO DRIVE IT AWAY I FELT TOO SICK, It was followed by remorse. I tried to drive it away. I felt too sick.,0.2,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0001.wav,481-123719-0001,I GREW USED TO EVERYTHING OR RATHER I VOLUNTARILY RESIGNED MYSELF TO ENDURING IT BUT I HAD A MEANS OF ESCAPE THAT RECONCILED EVERYTHING THAT WAS TO FIND REFUGE IN THE SUBLIME AND THE BEAUTIFUL IN DREAMS OF COURSE," I grew used to everything, or rather I voluntarily resigned myself to enduring it. But I had a means of escape that reconciled everything. That was to find refuge in the sublime and the beautiful, in dreams, of course.",0.15384615384615385,original
C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0002.wav,481-123719-0002,I WAS A TERRIBLE DREAMER I WOULD DREAM FOR THREE MONTHS ON END TUCKED AWAY IN MY CORNER AND YOU MAY BELIEVE ME THAT AT THOSE MOMENTS I HAD NO RESEMBLANCE TO THE GENTLEMAN WHO IN THE PERTURBATION OF HIS CHICKEN HEART," I was a terrible dreamer. I would dream for three months on end, tucked away in my corner, and you may believe me that at those moments I had no resemblance to the gentleman who in the pro-to-patient of his chicken art.",0.11904761904761904,original
